Id,VendorNo,LicenseNo,TradeName,DBA,Phone,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingZip,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingZip,IsActive,BillingAddressSameAsShipping,TotalAcceptedYtd,LastDateAccepted
918,604481176,416977,CANNAGOLD USA LLC,CANNAGOLD USA LLC,(509) 654-2201,2870 OCEAN AVE STE A,,RAYMOND,WA,98577-4909,,,,,,true,true,,
919,6033511940010001,416990,J.E.T.,J.E.T.,(509) 951-2605,5916 E SHARP AVE,,SPOKANE VALLEY,WA,99212-0000,,,,,,true,true,,
920,6033534690010002,416996,LESTER FARMS,LESTER FARMS,(425) 487-6331,2870 OCEAN AVE BLDG 2,,RAYMOND,WA,98577-4926,,,,,,true,true,,
921,6033570310010002,417006,VERT CORPORATION,VERT CORPORATION,(206) 718-8205,13 KATIE BUG LANE,STE A,OMAK,WA,98841-9253,,,,,,true,true,,
922,6033559760010001,417010,LEAPH,LEAPH,(425) 623-9575,1820 W VALLEY HWY N,STE B,AUBURN,WA,98001-1645,,,,,,true,true,,
923,6033959770010001,417024,HEAVYWEIGHT HEIGHTS,HEAVYWEIGHT HEIGHTS,(206) 331-9980,5373 GUIDE MERIDIAN RD,"STE E-2,3,4,5,6,7",BELLINGHAM,WA,98226-0000,,,,,,true,true,,
924,603355138,432661,"WEST COAST PREMIUM PRODUCTS, LLC","WEST COAST PREMIUM PRODUCTS, LLC",(206) 693-2900,11 NE TRUDEAU MOUNTAIN RD,SUITE B,BELFAIR,WA,98528-8795,,,,,,true,true,,
925,6035043310010001,417051,OUR CHURCH,OUR CHURCH,(206) 466-8107,4326 PACIFIC HWY STE C,STE C,BELLINGHAM,WA,98226-9017,,,,,,true,true,,
926,6034075210010001,417053,WASHINGTON INDOOR,WASHINGTON INDOOR,(360) 348-8935,4030 99TH AVE NE,,LAKE STEVENS,WA,98205-0000,,,,,,true,true,,
927,6033631710010001,417060,R AND L,R AND L,(206) 462-0036,7777 POSSESSION RD STE A,STE A,CLINTON,WA,98236-8944,,,,,,true,true,,
928,6035728680010001,416365,NO BAD DAYS RANCH,NO BAD DAYS RANCH,(509) 305-4500,17906 58TH ST COURT KPS,UNIT 1,LONGBRANCH,WA,98351-8219,,,,,,true,true,,
929,6040480590010001,413659,NORTHERN GROW,NORTHERN GROW,(206) 805-9724,28 HORIZON FLATS RD #A,,WINTHROP,WA,98862-8400,,,,,,true,true,,
930,6033594730010004,425000,PINOY BROS,PINOY BROS,(253) 514-3948,7182 ROAD 16 NE,,MOSES LAKE,WA,98837-9325,,,,,,true,true,,
931,6035700820010002,423962,T IN T ELEMENTS,T IN T ELEMENTS,(206) 446-7160,43001 N GRIFFIN RD UNIT D,UNIT D,GRANDVIEW,WA,98930-9041,,,,,,true,true,,
932,603402685,412401,VICTORY GARDENS & NURSERY,VICTORY GARDENS & NURSERY,(360) 752-0011,4051 HAMMER DR,SUITE 101,BELLINGHAM,WA,98226-0000,,,,,,true,true,,
933,6033588020010003,425515,VIRGINIA ENTERPRISES,VIRGINIA ENTERPRISES,(509) 690-4879,2310 W SUTTON RD STE B2,,OTHELLO,WA,99344-9009,,,,,,true,true,,
934,6041555260010001,410738,BAYVIEW CANNABIS,BAYVIEW CANNABIS,(206) 679-4570,2940 S M STREET STE C,,TACOMA,WA,98409-8241,,,,,,true,true,,
935,6033560020010001,412201,MR WEEDS,MR WEEDS,(360) 259-2746,9031 WADDELL CREEK RD,,OLYMPIA,WA,98512-0000,,,,,,true,true,,
936,6033297470010001,412216,GRAYS HARBOR GREEN NURSERY,GRAYS HARBOR GREEN NURSERY,(360) 861-8200,186 E SATSOP RD,STE A,ELMA,WA,98541-9538,,,,,,true,true,,
937,6041206950010001,412546,THE RETIREMENT HOLDINGS,THE RETIREMENT HOLDINGS,(425) 345-1962,18501 LOGANBERRY ST SW,,ROCHESTER,WA,98579-9119,,,,,,true,true,,
938,6041345910010001,412568,CULTIVATORS COLLECTION,CULTIVATORS COLLECTION,(360) 970-5710,6507 W ALDERBROOK LN,,SPOKANE,WA,99224-6500,,,,,,true,true,,
939,603350353,412607,"ITS A PLANTS LIFE,","ITS A PLANTS LIFE,",(360) 691-2420,14128 339TH AVE SE,,SULTAN,WA,98294-9600,,,,,,true,true,,
940,6033248100010003,416670,PURFORM LABS DISTRIBUTION,ALIS GROUP,(425) 786-4549,18001 E EUCLID AVE STE D,,SPOKANE VALLEY,WA,99216-0000,,,,,,true,true,,
941,6035936930010001,419493,"BIP NORTHWEST, LLC","BIP NORTHWEST, LLC",(253) 273-0561,1938 MILWAUKEE WAY,STE B,TACOMA,WA,98421-2702,,,,,,true,true,,
942,6033177010010003,423866,BLUEGRASS,BLUEGRASS,(509) 840-2011,55 REEVAS BASIN RD STE F,STE F,TONASKET,WA,98855-9646,,,,,,true,true,,
943,6033613870010003,417125,KETTLE RIVER CANNABIS CO.,KETTLE RIVER CANNABIS CO.,(509) 779-0123,3426 CITATION RD NE STE 4,,MOSES LAKE,WA,98837-8320,,,,,,true,true,,
944,6033613870010002,416050,KETTLE RIVER CANNABIS COMPANY,KETTLE RIVER CANNABIS COMPANY,(509) 779-0123,11814 NE DEBONAIR ST UNIT B,,MOSES LAKE,WA,98837-0000,,,,,,true,true,,
945,6035400960010001,416105,NASTY JACKS CANDY COMPANY,NASTY JACKS CANDY COMPANY,(425) 418-5282,19221 63RD AVE NE #1,,ARLINGTON,WA,98223-4708,,,,,,true,true,,
946,6033563190010004,422627,SATIVA GROUP,SATIVA GROUP,(509) 571-1065,7537 POSTMA RD,STE A,MOXEE,WA,98936-9806,,,,,,true,true,,
947,6033594730010003,424047,SEATAC PROCESSING GROUP,SEATAC PROCESSING GROUP,(253) 514-3948,233 BRUENN AVE,,BREMERTON,WA,98312-3107,,,,,,true,true,,
948,6034778320010003,425696,SEATTLE PURE EXTRACTS,SEATTLE PURE EXTRACTS,(206) 383-1994,2939 4TH AVE S STE 101,STE 101,SEATTLE,WA,98134-1934,,,,,,true,true,,
949,6040089060010001,423665,STUDHORSE MTN EXTRACTS,STUDHORSE MTN EXTRACTS,(206) 355-5527,6 HORIZON FLATS RD,"BLDG C, UNIT 4",WINTHROP,WA,98862-8400,,,,,,true,true,,
950,6033596130010004,427205,SUN GROWN ORGANIX,SUN GROWN ORGANIX,(425) 949-2873,9929 AIRPORT WAY UNIT 1,,SNOHOMISH,WA,98296-8229,,,,,,true,true,,
951,6034455680010002,423809,VIBE NATURALS,VIBE NATURALS,(206) 380-9089,3810 AIRPORT WAY S,STE 111,SEATTLE,WA,98108-0000,,,,,,true,true,,
952,6040270980010001,424045,WASHINGTON PACKAGING AND PROCESSING,WASHINGTON PACKAGING AND PROCESSING,(509) 340-9239,202 N LEE ST,,SPOKANE,WA,99202-3015,,,,,,true,true,,
953,6033589900010001,407575,WICKED DELIGHTS,WICKED DELIGHTS,(360) 790-1031,2810 E SPENCER LAKE RD STE A,STE A,SHELTON,WA,98584-0000,,,,,,true,true,,
954,6033503300010002,417585,BEARDED BROS BEST,BEARDED BROS BEST,(360) 599-1023,470 W 2ND ST STE 104,,SUMAS,WA,98295-9633,,,,,,true,true,,
955,6035268380010002,421098,DOSE OIL,DOSE OIL,(954) 494-7976,1128 SW SPOKANE ST STE 105,,SEATTLE,WA,98134-0000,,,,,,true,true,,
956,604222830,429802,ANDLES INC,ANDLES INC,(360) 470-0542,13300 SE 30TH ST SUITE 203,"STE 0,1,2,3",BELLEVUE,WA,98005-4431,,,,,,true,true,,
957,6033592820010003,424878,AMERICAN BAKED CO,AMERICAN BAKED CO,(206) 900-2660,2939 4TH AVE S STE 104,STE 104,SEATTLE,WA,98134-1934,,,,,,true,true,,
958,604113134,427770,"CANNABIS NORTHWEST C-M, INC","CANNABIS NORTHWEST C-M, INC",(360) 264-9333,351 MCCLELLEN ST S,,TENINO,WA,98589-9573,,,,,,true,true,277110,2026-03-20T21:58:59.377000
959,6033592250010005,415673,CONTINENTAL HOLDINGS III,CONTINENTAL HOLDINGS III,(425) 502-7055,480 SOUTH KENYON ST,,SEATTLE,WA,98108-4132,,,,,,true,true,,
960,6035268380010002,423842,DOSE OIL,DOSE OIL,(954) 494-7976,2911 4TH AVE S,,SEATTLE,WA,98134-0000,,,,,,true,true,,
961,6034914340010002,421485,EMPIRE,EMPIRE,(206) 409-5547,6481 PORTAL WAY UNIT B,UNIT B,FERNDALE,WA,98248-0000,,,,,,true,true,,
962,603270793,78256,EVERGREEN HERBAL,EVERGREEN HERBAL,(206) 596-8600,3922 6TH AVE S,,SEATTLE,WA,98108-5201,,,,,,true,true,1581888,2026-06-24T04:33:11.717000
963,604480628,430003,HENRI LLC,HENRI LLC,(206) 743-7229,1216 CENTER ST STE B,STE 1,TACOMA,WA,98409-8037,,,,,,true,true,,
964,6035798090010001,421102,CRIMSONEYE FARMS LLC,GRAVITY THIEVES,(360) 817-9001,2916 STATE ST STE 302,SUITE 302,EVERETT,WA,98201-3842,,,,,,true,true,,
965,604328867,415710,TRIGONAL INDUSTRIES,TRIGONAL INDUSTRIES,(206) 259-0554,7457 S MADISON ST STE B,,TACOMA,WA,98409-1000,,,,,,true,true,,
966,604029938,427209,"RDH ACO, LLC","RDH ACO, LLC",(360) 892-5480,931 GOERIG RD STE A,STE D,WOODLAND,WA,98683-0000,,,,,,true,true,,
967,6033777610010002,424340,GREENLEAF PRODUCERS,GREENLEAF PRODUCERS,(509) 679-8972,145 S HORTON ST STE 3D,,SEATTLE,WA,98134-1869,,,,,,true,true,,
968,6035138160010001,417460,HENDERSON DISTRIBUTION,HENDERSON DISTRIBUTION,(509) 535-3204,3608 E OLIVE AVE,,SPOKANE,WA,99202-0000,,,,,,true,true,,
969,6040902730010001,419456,HERBAN GOODS,HERBAN GOODS,(206) 436-9336,1721 W VALLEY HWY,STE 7 & 8,AUBURN,WA,98001-1658,,,,,,true,true,,
970,604015766,417288,HEYLO,HEYLO,(440) 522-4674,145 S HORTON ST STE 100,,SEATTLE,WA,98134-0000,,,,,,true,true,,
971,6035958300010001,417196,KATIE BAKED GOODS,KATIE BAKED GOODS,(805) 886-1463,6601 TIETON DR STE B,STE B,YAKIMA,WA,98908-1798,,,,,,true,true,,
972,6033459270010001,OLD661,DELTA 9 GROWERS,DELTA 9 GROWERS,(530) 228-6974,851 CALIFORNIA WAY STE G,,LONGVIEW,WA,98632-1665,,,,,,true,true,,
973,6033523380010001,412831,D&S FARMS,D&S FARMS,(509) 741-0986,806 UTE AVE E,,EAST WENATCHEE,WA,98802-9334,,,,,,true,true,,
974,6033523050010001,412833,GROWERS GUILD,GROWERS GUILD,(425) 770-0025,2717 291ST AVE NE,STE A,CARNATION,WA,98014-8202,,,,,,true,true,,
975,6033527480010001,412840,EVERI GREENE,EVERI GREENE,(425) 446-1878,1632 300TH ST NE,SUITE B,STANWOOD,WA,98292-9629,,,,,,true,true,,
976,6033481790010001,412844,SYNCLINE NORTHWEST,SYNCLINE NORTHWEST,(541) 806-1573,112 TUNNEL RD STE A,,WHITE SALMON,WA,98672-8826,,,,,,true,true,,
977,6033509030010001,412849,BLUE STAR CK,BLUE STAR CK,(425) 502-1981,98 SCHOUWEILER RD,,ELMA,WA,98541-9352,,,,,,true,true,,
978,604200549,412854,HITZ CANNABIS,HITZ CANNABIS,(253) 313-3800,15709 ORDWAY DR S.E.,,YELM,WA,98597-0000,,,,,,true,true,,
979,603342449,429018,ATOMIC BUDZ,ATOMIC BUDZ,(760) 668-2431,1129 ST PAUL AVE UNIT 100,,TACOMA,WA,98421-2404,,,,,,true,true,,
980,6033417190010001,412856,PURE FUNK,PURE FUNK,(360) 509-3481,274 A OTTO ST,,PORT TOWNSEND,WA,98368-9719,,,,,,true,true,,
981,6033403420010001,412858,CHENEY HYDROPONICS,CHENEY HYDROPONICS,(509) 499-0595,1618 WILLOW ST,,CHENEY,WA,99404-0000,,,,,,true,true,,
982,6033303590010002,412860,GREEN POWER OF WASHINGTON,GREEN POWER OF WASHINGTON,(206) 422-3123,73 PIT RD,STE A,BREWSTER,WA,98812-0000,,,,,,true,true,,
983,6033469040010001,412869,SUNSHINE FARMING,SUNSHINE FARMING,(503) 516-8399,5913-C NE 127TH AVE,,VANCOUVER,WA,98682-0899,,,,,,true,true,,
984,6033727920010001,412870,KOULEE KUSH,KOULEE KUSH,(509) 635-0194,"109 S 10TH ST, SUITE B",,GARFIELD,WA,99130-8756,,,,,,true,true,,
985,6033481020010001,412875,METHOW GROWERS,METHOW GROWERS,(509) 997-1899,298 POORMAN CREEK RD #A,,TWISP,WA,98856-9735,,,,,,true,true,,
986,6026259610010001,412876,HUMMOCKVILLE,HUMMOCKVILLE,(206) 227-3950,1199 W CUNNINGHAM RD H,,OTHELLO,WA,99344-0000,,,,,,true,true,,
987,6033593220010001,415900,SERENITY CIRCLE,SERENITY CIRCLE,(509) 738-2943,1949 SCOTT RD BLDG B,,RICE,WA,99167-9702,,,,,,true,true,,
988,6033573900010001,415914,SALISH SATIVAS,SALISH SATIVAS,(360) 920-7199,5373 GUIDE MERIDIAN STE D1,D1,BELLINGHAM,WA,98226-9740,,,,,,true,true,,
989,6033574480010001,415916,SACRED SAGE,SACRED SAGE,(509) 630-9599,200115 E GAME FARM RD STE B,,KENNEWICK,WA,99337-0000,,,,,,true,true,,
990,6033574520010001,415917,MT. BAKER GARDENS,MT. BAKER GARDENS,(360) 815-7730,5497 GUIDE MERIDIAN,,BELLINGHAM,WA,98226-0000,,,,,,true,true,,
991,6033575530010001,415919,WILD MINT,WILD MINT,(253) 222-5502,1132 NW STATE AVE STE P,STE P,CHEHALIS,WA,98532-1829,,,,,,true,true,,
992,6033577980010001,415921,POORMAN ENTERPRISES,POORMAN ENTERPRISES,(509) 888-4172,100 MAIN ST SUITE 7,,MONITOR,WA,98836-0000,,,,,,true,true,,
993,6034802190010001,415922,GRASS MONKEY CANNABIS,GRASS MONKEY CANNABIS,(813) 951-3200,17 GRAVATT LN,STE A,MCCLEARY,WA,98557-9423,,,,,,true,true,,
994,6033579080010001,415924,MONTGOMERY AVE GROWERS,MONTGOMERY AVE GROWERS,(509) 981-6270,26425 S RUPP RD UNIT 5,,CHENEY,WA,99004-0000,,,,,,true,true,,
995,6033579280010001,415927,PLATEAU GROWERS,PLATEAU GROWERS,(425) 495-4084,440 GRUBB RD STE 4,,WENATCHEE,WA,99880-0000,,,,,,true,true,,
996,604376704,415931,ASTRO CANNABIS,ASTRO CANNABIS,(206) 355-1955,2916 STATE ST STE 203,SUITE 203,EVERETT,WA,98201-3842,,,,,,true,true,,
997,6033585960010001,415932,EXOTIC FARMS,EXOTIC FARMS,(509) 999-4976,7651 HIGHWAY 291,,FORD,WA,99031-0000,,,,,,true,true,,
998,603358616,427923,GROUND UP CULTIVATION,GROUND UP CULTIVATION,(206) 719-8351,5458 STATE ROUTE 21 N,SUITE B,ODESSA,WA,99159-0000,,,,,,true,true,,
999,6033587590010001,415934,GEM INDUSTRIES,GEM INDUSTRIES,(253) 381-2334,14840 RAINIER VIEW DR SE,,YELM,WA,98597-0000,,,,,,true,true,,
1000,6033589640010001,415940,HIGHLAND GARDENS,HIGHLAND GARDENS,(425) 333-0509,35633 NE 91ST WAY STE A,STE A,CARNATION,WA,98014-6876,,,,,,true,true,,
1001,6034409390010001,415941,JAG 15,JAG 15,(360) 393-7735,9424 GARRISON RD UNIT A,UNIT A,SUMAS,WA,98295-9307,,,,,,true,true,,
1002,6033598160010002,416874,HYDRO EMPIRE,HYDRO EMPIRE,(253) 261-7435,3303 S 35TH ST STE B-8,STE B-8,TACOMA,WA,98409-0000,,,,,,true,true,,
1003,6033612390010001,416880,VERDANT CIRCLE,VERDANT CIRCLE,(414) 731-0189,7797 ROAD K.5 NE STE B,STE B,MOSES LAKE,WA,98837-9001,,,,,,true,true,,
1004,6033754390010001,416885,GREEN GABLE FARMS,GREEN GABLE FARMS,(509) 869-1627,986 E HAMPTON RD,STE 4,LIND,WA,99341-9725,,,,,,true,true,,
1005,6035163000010001,416888,BERTS BUDS,BERTS BUDS,(808) 870-1439,7800 POSTMA ROAD STE 5,STE 5,MOXEE,WA,98936-0000,,,,,,true,true,,
1006,6033607430010001,416891,EVERGRIN,EVERGRIN,(360) 988-8972,421 CHESAW RD,UNIT C1-C2,OROVILLE,WA,98844-9641,,,,,,true,true,,
1007,6033606770010001,416893,BIG DADDY PURP CORP,BIG DADDY PURP CORP,(206) 276-3553,1815 PINE CREEK RD STE B,STE B,TONASKET,WA,98855-0000,,,,,,true,true,,
1008,6033606700010001,416894,BELLADONNA,BELLADONNA,(509) 464-6217,411 E SPRAGUE AVE,,SPOKANE,WA,99202-1537,,,,,,true,true,,
1009,6034327150010001,416902,WILDFIRE CANNABIS COMPANY,WILDFIRE CANNABIS COMPANY,(360) 509-3572,2432 HWY 395 SOUTH BLDG 420,BUILDING 420,CHEWELAH,WA,99109-0000,,,,,,true,true,,
1010,6033492860010001,416908,CANNASEURS CHOICE,CANNASEURS CHOICE,(206) 795-3505,2900 LIND AVE SW STE A,,RENTON,WA,98057-0000,,,,,,true,true,,
1011,604053565,429372,THUNDER CHIEF FARMS,THUNDER CHIEF FARMS,(206) 673-7163,220 E JACKSON AVE,,SPOKANE,WA,99207-2153,,,,,,true,true,,
1012,6033588250010001,416927,CANNABIS PRODUCER & PROCESSOR,CANNABIS PRODUCER & PROCESSOR,(509) 951-1716,1722 SOUTH LUNDSTROM,,AIRWAY HEIGHTS,WA,99001-0000,,,,,,true,true,,
1013,6034316870010001,416935,BOGGY BOON,BOGGY BOON,(425) 749-0281,2729 MILL POND DR,,MALAGA,WA,98828-0000,,,,,,true,true,,
1014,6033581520010003,416941,TJS ORGANICS,TJS ORGANICS,(350) 607-5890,1005 INDUSTRIAL WAY,,LONGVIEW,WA,98632-1030,,,,,,true,true,,
1015,6033580970010001,416942,RAINIER ACRES,RAINIER ACRES,(727) 687-4095,13026 W MCFARLANE RD SUITE C 1,-2,AIRWAY HEIGHTS,WA,99001-0000,,,,,,true,true,,
1016,6035159930010001,416953,ROCK STAR FARMS,ROCK STAR FARMS,(509) 528-9351,5016 E ELK-TO-HWY RD STE A-1,STE A-1,ELK,WA,99009-8545,,,,,,true,true,,
1017,6033577130010004,423115,OKANOGAN GOLD,OKANOGAN GOLD,(206) 755-6915,74 PIT RD STE D,,BREWSTER,WA,98812-9676,,,,,,true,true,,
1018,6033463910010002,423175,MILLER MARIJUANA FARMS,MILLER MARIJUANA FARMS,(206) 853-6702,99 MOON DUST RD,,TONASKET,WA,98855-9791,,,,,,true,true,,
1019,6033795260010002,423285,THREE G FARMS,THREE G FARMS,(509) 948-1934,15505 N WEBBER CANYON RD STE D,,BENTON CITY,WA,99320-6508,,,,,,true,true,,
1020,6035067550010001,423297,GRANT FARMER,GRANT FARMER,(206) 730-8667,1209 HWY 281 SPUR STE F,STE F,QUINCY,WA,98848-0699,,,,,,true,true,,
1021,6033588570010002,423329,GREATER GREEN,GREATER GREEN,(206) 372-9530,7800 POSTMA RD STE 6,STE 6,MOXEE,WA,98936-4622,,,,,,true,true,,
1022,6033561880010006,423332,BOHEMIAN ENTERPRISES,BOHEMIAN ENTERPRISES,(425) 765-7130,7800 POSTMA RD STE 8,,MOXEE,WA,98936-4420,,,,,,true,true,,
1023,6034562720010002,423357,LLV GREEN,LLV GREEN,(509) 727-8103,7906 N CANYON VIEW DR NE,,BENTON CITY,WA,99320-5011,,,,,,true,true,,
1024,6034543430010002,423359,HAIL PRODUCTS,HAIL PRODUCTS,(360) 528-1100,2000 ROZA DR STE J,STE J,ZILLAH,WA,98953-9361,,,,,,true,true,,
1025,6034531400010002,423373,"MRS GREEN JEANS & THE CAPTAIN, LLC","MRS GREEN JEANS & THE CAPTAIN, LLC",(509) 671-3773,3969 SPRINGDALE-HUNTERS RD,SITE C,SPRINGDALE,WA,99173-0000,,,,,,true,true,,
1026,604169693,423378,THE ROYAL LINES,THE ROYAL LINES,(714) 623-0505,5016 E ELK TO HWY RD,UNIT A3,ELK,WA,99009-8545,,,,,,true,true,,
1027,6031843500010006,423396,TOP SHELF,TOP SHELF,(425) 495-4305,19705 60TH AVE NE STE B,,ARLINGTON,WA,98223-0000,,,,,,true,true,756980,2026-03-13T21:08:49.597000
1028,6033508160010002,423406,SUGARLEAF FARM,SUGARLEAF FARM,(360) 770-1285,609 A SUNSET PARK DR,,SEDRO WOOLLEY,WA,98284-1578,,,,,,true,true,,
1029,6033190510010004,423670,GREEN POINT,GREEN POINT,(206) 696-6836,32508 W KELLY RD STE A,,BENTON CITY,WA,99320-7616,,,,,,true,true,,
1030,6033526110010003,423681,ZENTA GARDEN,ZENTA GARDEN,(360) 526-2929,1888 BOBLETT ST,,BLAINE,WA,98230-5118,,,,,,true,true,,
1031,6033513640010001,412852,LIBERTY STREET FARM,LIBERTY STREET FARM,(323) 481-6805,6698 STATE ROUTE 12,,OAKVILLE,WA,98568-9608,,,,,,true,true,,
1032,6033627510010001,412862,PICKENS MOUNTAIN CANNABIS,PICKENS MOUNTAIN CANNABIS,(206) 669-6053,110 AIRPORT ROAD PICKENS MTN,,OROVILLE,WA,98844-9491,,,,,,true,true,,
1033,6035968180010001,412895,BUDDHAS BLESSING,BUDDHAS BLESSING,(509) 703-9496,15117 E COOPER RD #A,,MEAD,WA,99021-8734,,,,,,true,true,,
1034,6033554450010001,412903,BUDDS SUNNY DAYS GROWERS,BUDDS SUNNY DAYS GROWERS,(253) 653-7358,13811 SLOKWALM LN SE STE A,STE A,RAINIER,WA,98576-9310,,,,,,true,true,,
1035,6033486180010002,412907,GENES GREEN ACERS,GENES GREEN ACERS,(509) 830-5179,521 S 1ST ST #A,,SELAH,WA,98942-1603,,,,,,true,true,,
1036,6033545810010001,412947,CANNA HERB FARMS,CANNA HERB FARMS,(509) 688-9000,5494J HWY 231 STE 101,,FORD,WA,99013-0000,,,,,,true,true,,
1037,6035269250010001,412959,SIDEWAYS GREEN,SIDEWAYS GREEN,(360) 319-4971,55 REEVAS BASIN RD STE C,STE C,TONASKET,WA,98855-0000,,,,,,true,true,,
1038,6033499960010001,412964,CASCADIA GARDENS,CASCADIA GARDENS,(425) 374-3732,5373 GUIDE MERIDIAN STE F5,STE F5,BELLINGHAM,WA,98226-7418,,,,,,true,true,,
1039,6035830130010001,412992,UPPER-LEFT,UPPER-LEFT,(360) 556-5056,410 RONLEE LN NW A2,,OLYMPIA,WA,98502-9266,,,,,,true,true,,
1040,6033371090010001,413086,BIG BELLY ACRES,BIG BELLY ACRES,(360) 821-1239,2310 W SUTTON RD,STE C1,OTHELLO,WA,99344-0000,,,,,,true,true,,
1041,6033392630010001,413088,TWENTY PLUS,TWENTY PLUS,(425) 530-2424,1631 E PORTLAND AVE,,TACOMA,WA,98421-2802,,,,,,true,true,,
1042,6021835400010001,413116,LOVE FAMILY FARMS,LOVE FAMILY FARMS,(509) 732-6162,3718 VINEYARD WAY # D,,KETTLE FALLS,WA,99141-8852,,,,,,true,true,,
1043,6032827720010002,413133,PROPACWA,PROPACWA,(360) 790-8549,5725 CEDAR FLATS RD SW STE 1,,OLYMPIA,WA,98512-9415,,,,,,true,true,,
1044,6033145410010002,413154,RMNP,RMNP,(509) 430-3564,57406 N THOMAS RD STE B,,BENTON CITY,WA,99320-0000,,,,,,true,true,,
1045,6033532750010001,413170,OKANOGAN NATURAL FARMS,OKANOGAN NATURAL FARMS,(360) 223-2226,1199 W CUNNINGHAM RD E,,OTHELLO,WA,99344-0000,,,,,,true,true,,
1046,6035295030010001,412285,BRIGHTSIDE FARMS,BRIGHTSIDE FARMS,(425) 478-4576,3 BLUE MOON RD #A,,RIVERSIDE,WA,98849-9688,,,,,,true,true,,
1047,6035835780010001,416549,CALAMITY GOLD,CALAMITY GOLD,(509) 929-1386,2381 COOKE CANYON RD #A,,ELLENSBURG,WA,98926-5019,,,,,,true,true,,
1048,6033534800010002,423849,CLINICAL CANNABIS CLUB,CLINICAL CANNABIS CLUB,(206) 972-8577,2000 ROZA DR,,ZILLAH,WA,98953-9361,,,,,,true,true,,
1049,6035638980010002,424758,GREEN MOUNTAIN CANNABIS,GREEN MOUNTAIN CANNABIS,(509) 939-4090,576 REGAL RD STE 2,,ELK,WA,99009-0000,,,,,,true,true,,
1050,6033473870010001,424551,GREENLEAF ENVIRONMENTAL,GREENLEAF ENVIRONMENTAL,(206) 371-2317,41305 N GRIFFIN RD,STE E,GRANDVIEW,WA,98930-9688,,,,,,true,true,,
1051,6034384050010001,416589,OLYMPIC GARDENING,OLYMPIC GARDENING,(360) 888-3429,5693A MUDGETT LAKE RD,,FRUITLAND,WA,99129-9767,,,,,,true,true,,
1052,602500070,412382,"PARTHENON, LLC","PARTHENON, LLC",(509) 840-4562,169 GREENACRES RD UNIT H,,RIVERSIDE,WA,98849-9647,,,,,,true,true,,
1053,6033589370010002,424483,420 RANCH,420 RANCH,(541) 571-1868,8531 POSTMA RD STE Z,STE Z,MOXEE,WA,98936-9317,,,,,,true,true,,
1054,6033503300010001,412284,BEARDED BROS BUDS,BEARDED BROS BUDS,(360) 599-1023,7955 CHISHOLM TRAIL STE A,,MAPLE FALLS,WA,98266-7822,,,,,,true,true,,
1055,6041388940010002,426404,PLAYA GRANDE,PLAYA GRANDE,(509) 990-1308,11323 E DISHMAN MICA RD,,SPOKANE VALLEY,WA,99021-9472,,,,,,true,true,,
1056,603351059,425636,THE DAB LAB,THE DAB LAB,(206) 631-9058,1520 CENTER ST SUITE A/B,,TACOMA,WA,98409-7905,,,,,,true,true,,
1057,6034278620010002,425081,CANABANATCHEE,CANABANATCHEE,(509) 679-1541,23095 BAIRD SPRINGS RD #B,,QUINCY,WA,98848-9637,,,,,,true,true,,
1058,6041251780010002,416289,CASCADE HERBALS,CASCADE HERBALS,(360) 707-8553,4020 34TH AVE NE,,EVERETT,WA,98201-8672,,,,,,true,true,,
1059,603360539,432255,BRADFORD FARMS LLC,BRADFORD FARMS LLC,(503) 791-6814,270 OLD RIVERSIDE HWY UNIT 2,,OMAK,WA,98841-9566,,,,,,true,true,,
1060,6041750760010001,425693,CASSINO NICHOLAS BENJAMIN,CASSINO NICHOLAS BENJAMIN,(253) 761-2655,15505 N WEBBER CANYON RD STE I,,BENTON CITY,WA,99320-6508,,,,,,true,true,,
1061,6041750760010001,419821,"CASSINO, NICHOLAS BENJAMIN","CASSINO, NICHOLAS BENJAMIN",(253) 761-2655,30356 HWY 243 S,LOT 3,MATTAWA,WA,99349-2857,,,,,,true,true,,
1062,6035733090010001,412625,CANNAPOTHECARY,CANNAPOTHECARY,(509) 655-6654,2106 E BROADWAY,,SPOKANE,WA,99202-2803,,,,,,true,true,,
1063,602986777,431864,TWO SNAPZ,TWO SNAPZ,(206) 799-0755,2010 GRANDVIEW RD STE 108,STE 101,FERNDALE,WA,98248-8015,,,,,,true,true,,
1064,6034525290010001,417099,EASTSIDE POTATO PRODUCTIONS LLC,EASTSIDE POTATO PRODUCTIONS LLC,(360) 223-2226,1199 W CUNNINGHAM RD,PARCEL 14,OTHELLO,WA,99344-0000,,,,,,true,true,,
1065,6033598160010004,416878,HYDRO EMPIRE,HYDRO EMPIRE,(253) 261-7435,1655 ROAD 4 NE STE E,,COULEE CITY,WA,99115,,,,,,true,true,,
1066,6033598160010003,416879,HYDRO EMPIRE,HYDRO EMPIRE,(253) 261-7435,1655 ROAD 4 NE STE F,,COULEE CITY,WA,99115,,,,,,true,true,,
1067,6029656910010006,414474,LANDSEYE LOGISTICS,LANDSEYE LOGISTICS,0,2724 6TH AVE S,STE 203,SEATTLE,WA,98134-2102,,,,,,true,true,,
